input_text,label
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 np/*np N/a-< U1P 2 [LEFT_OVER] np N/a-> AHn 2 [RIGHT_OVER] np > AHn 8 [RIGHT_EXT]  [OT] 3,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 np/*np N/a-< U1P 2 [LEFT_OVER] np N/a-> AHn 7 [RIGHT_OVER] np > AHn 6 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 np/*np N/a-< U1P 2 [LEFT_OVER] np N/a-> AHn 7 [RIGHT_OVER] np > AHn 8 [RIGHT_EXT]  [OT] 3,1
[LEFT_EXT]  [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] np A/n-> AHn 12 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np > VO 1 [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np A/n-Hn/v-> AHn 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np > VO 1 [OT] 2,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] np A/n-Hn/v-> AHn 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np > VO 1 [OT] 1,0
[LEFT_EXT] s\.np Desig DE 0 s < SP 1 np A/n-Hn/v-> AHn 1 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np/*np < U1P 1 [RIGHT_EXT] np/.np Desig DE 0 np Hn/v-> AHn 1 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] s/.np >T->B OE 2 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 np/*np < U1P 2 [OT] 2,0
[LEFT_EXT] s\.np Desig DE 0 np A/n-Hn/v-> AHn 1 np A/n-> AHn 2 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] np/*np < U1P 2 [RIGHT_EXT] np/.np Desig DE 0 np Hn/v-> AHn 1 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s\.np > VO 5 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] X\*X)/*X Desig DE 0 np\*np > HX 1 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] np\*np > HX 1 [RIGHT_OVER] np/*np < U1P 1 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s/#(s\.np) >T->B PE 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np > VO 1 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np)/.np >B DHv 1 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] np Desig DE 0 np < TP 1 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s/#(s\.np) >T->B PE 1 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np < TP 1 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s/.np >T->B OE 2 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 np < TP 2 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np)/.np >B DHv 1 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 2 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 2 [RIGHT_OVER] s\.np > VO 3 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s/#(s\.np) >T->B PE 2 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] np < TP 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] np Desig DE 0 np < XX 2 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np > AHn 3 [RIGHT_EXT] np Desig DE 0 np < XX 2 [OT] 3,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 2 [RIGHT_OVER] s\.np)/.np >B DHv 1 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 np < TP 2 [OT] 2,1
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 2 [RIGHT_OVER] s/.np >T->B OE 2 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 np < TP 2 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 2 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 np < TP 2 [OT] 3,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 2 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] np Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 2 [RIGHT_OVER] s\.np > VO 3 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s/.np >T->B OE 2 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 np < TP 2 [OT] 4,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] np Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s\.np > VO 3 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] s\.np > VO 3 [RIGHT_EXT] X\.X Desig DE 0 [OT] 3,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] np < TP 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np > VO 3 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] X\.X Desig DE 0 [OT] 4,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np > VO 3 [RIGHT_OVER] np < TP 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] np A/n-> AHn 3 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] np < XX 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] np A/n-> AHn 4 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np A/n-> AHn 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np N/a-< U1P 1 [LEFT_OVER] np A/n-> AHn 4 [RIGHT_OVER] np/*np < U1P 3 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] np > AHn 6 [RIGHT_OVER] np/*np < U1P 5 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 7 [RIGHT_OVER] np/*np < U1P 7 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] np > AHn 9 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 [OT] 2,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] np > AHn 9 [RIGHT_OVER] np > AHn 10 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) > PO 11 [RIGHT_OVER] s/#(s\.np) >T->B PE 11 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) > PO 11 [RIGHT_OVER] s/.np >T->B OE 12 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 11 [RIGHT_OVER] s\.np)/.np >B DHv 1 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 11 [RIGHT_OVER] s/.np >T->B OE 12 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 3,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) >B DHd 12 [RIGHT_OVER] s\.np)/.np >B DHv 1 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) >B DHd 12 [RIGHT_OVER] s\.np)/.np >B DHv 13 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np > VO 14 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np > VO 14 [RIGHT_OVER] s\.np > VO 15 [RIGHT_EXT] X\.X Desig DE 0 [OT] 3,1
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 1 [RIGHT_OVER] s\.np O/v-> VO 14 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 1 [RIGHT_OVER] s\.np O/v-> VO 16 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np > VO 7 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] np/*np N/v-< U1P 8 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] np > AHn 10 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np)/#(s\.np) > PO 11 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np)/.np >B DHv 13 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 3,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np > VO 15 [RIGHT_EXT] X\.X Desig DE 0 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np < TP 16 [RIGHT_EXT]  [OT] 3,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_OVER] np/*np N/v-< U1P 8 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_OVER] np > AHn 10 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_OVER] s\.np)/#(s\.np) > PO 11 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 s\.np)/.np >B DHv 1 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_OVER] s\.np)/.np >B DHv 13 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_OVER] s\.np > VO 15 [RIGHT_EXT] X\.X Desig DE 0 [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s/.np >T->B OE 1 [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_OVER] s\.np < TP 16 [RIGHT_EXT]  [OT] 3,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 14 [RIGHT_OVER] s\.np > VO 15 [RIGHT_EXT] X\.X Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 14 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_EXT] np/.np Desig DE 0 np/*np N/a-< U1P 1 np > AHn 6 [OT] 5,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 14 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 5,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 14 [RIGHT_OVER] s\.np O/v-> VO 16 [RIGHT_EXT] X\.X Desig DE 0 [OT] 3,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 14 [RIGHT_OVER] s\.np < TP 16 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 16 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_EXT] np/.np Desig DE 0 np/*np N/a-< U1P 1 np > AHn 6 [OT] 5,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 16 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 8 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 5,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np O/v-> VO 16 [RIGHT_OVER] s\.np < TP 16 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s < SP 17 [RIGHT_OVER] s\.np < TP 17 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] s\.np)\x(s\.np) Desig DE 0 s\.np)\x(s\.np) < CC 1 [OT] 2,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s < SP 1 [RIGHT_OVER] s\.np < HvC 1 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 [LEFT_OVER] s\.np < HvC 1 [RIGHT_OVER] s\.np)\x(s\.np) < CC 1 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np > AHn 2 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s\.np < CC 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np A/n-> AHn 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np < HvC 1 s\.np < CC 2 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] np > AHn 2 [RIGHT_OVER] np > AHn 3 [RIGHT_EXT] s\.np Desig DE 0 s\.np < HvC 1 s\.np < CC 2 [OT] 3,1
[LEFT_EXT]  [LEFT_OVER] np > AHn 2 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] s\.np)\x(s\.np) Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np > AHn 2 [RIGHT_OVER] s < SP 3 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] np > AHn 3 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np > AHn 3 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] s\.np)\x(s\.np) Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np > AHn 3 [RIGHT_OVER] s < SP 3 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s\.np < HvC 1 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s < SP 3 [RIGHT_EXT] X\*X Desig DE 0 [OT] 3,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s\.np < CC 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 3 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] X\*X Desig DE 0 [OT] 4,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 3 [RIGHT_OVER] s\.np < CC 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s < SP 4 [RIGHT_OVER] s\.np < HvC 1 [RIGHT_EXT] X\*X Desig DE 0 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s < SP 4 [RIGHT_OVER] s < SP 5 [RIGHT_EXT] X\*X Desig DE 0 [OT] 3,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s/#(s\.np) >T->B PE 1 [RIGHT_OVER] s\.np > DHv 1 [RIGHT_EXT] s\.np)\x(s\.np) Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np > DHv 1 [RIGHT_OVER] s\.np < HvC 1 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s\.np < HvC 2 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] np > AHn 2 [RIGHT_OVER] s < SP 3 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 3 [RIGHT_OVER] s\.np > DHv 1 [RIGHT_EXT] s\.np)\x(s\.np) Desig DE 0 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 3 [RIGHT_OVER] s\.np < HvC 2 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 3 [RIGHT_OVER] s < SP 4 [RIGHT_EXT] s\.np)\x(s\.np) Desig DE 0 [OT] 3,2
[LEFT_EXT]  [LEFT_OVER] s < SP 4 [RIGHT_OVER] s\.np < HvC 2 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] s/#(s\.np) >T->B PE 1 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s\.np)/#(s\.np) O/v-> PO 1 [RIGHT_OVER] s\.np)/#(s\.np) O/v-> PO 2 [RIGHT_EXT] s\.np)/#(s\.np) Desig DE 0 [OT] 3,1
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 1 [RIGHT_OVER] s\.np)/.np >B DHv 1 [RIGHT_EXT] np Desig DE 0 s < SP 1 np Cn/v-< HnC 1 [OT] 2,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np)/.np >B DHv 1 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s/#(s\.np) >T->B PE 1 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/#(s\.np) Desig DE 0 s/#(s\.np) >T->B PE 1 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] np Cn/v-< HnC 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 1 [LEFT_OVER] np Cn/v-< HnC 1 [RIGHT_OVER] s < SP 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 1,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np)/.np >B DHv 1 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 2 [RIGHT_OVER] s\.np > VO 3 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] np Cn/v-< HnC 1 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] s\.np > VO 2 [RIGHT_EXT] s\.np Desig DE 0 [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s\.np > VO 2 [RIGHT_OVER] s\.np > VO 3 [RIGHT_EXT] s\.np Desig DE 0 [OT] 3,2
